W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
気持ち悪い,disgusting,恥ずかしい,"shy, embarrssed",非常に,"extremely, exceptionally",降りる,to descend,跪く,to kneel,盛り上がる,rise
遠い,distant,病気,sick,とても,"extremely, very",せんたくする　洗濯する,to do laundry,叩く,to knock,カチコむ,be in a tight spot
乾燥,dry,類似,similar,かなり,"fairly, significantly, quite",落とす,to drop,笑う,to laugh,茹で上がる,boil up
動的,dynamic,単純な,simple,やっと,"finally, at last",終わる,to end,発射する,to launch,押し込む,push in
優しい,easy,誠実な,sincere,とうとう,"finally, at last",運動する,to exercise,去る,to leave,禿げ上がる,go bald
地球に優しい,ecological,細い,slim,ついに,"finally, at last",存在する,to exist,出発する,to leave,封じ込む,seal in
経済的,economic,遅い,slow,まず第一に,first of all,説明する,to explain,なめる,to lick,踏み込む,step into
食用,edible,ちいさい,small,暫く,for a while,喧嘩する,"to fight, to quarrel",横になる,to lie down,染み込む,soak in
効果的,effective,和やか,"smiling, radiant",昔,formerly,見つける,to find,持ち上げる,to lift,捲り込む,crowd in
でんきしき,electric,社交的な,sociable,以前は,"formerly, previously",盗む,to fly,聞く,to listen,老い込む,grow old
電子的,electronic,甘い,soft,二週に一度,fortnightly,忘れる,to forget,聞く,"to listen, to ask",申し込む,apply for
雅やか,elegant,固体,solid,幸運なことに,fortunately,太る,to gain weight,痩せる,to lose weight,駆け上がる,run up
空虚な,empty,広い,spacious,率直に,frankly,疲れる,to get tired,移動する,to move,詠み込む,recite
活発な,energetic,特別な,special,自由に,freely,持っている,to have,動く,to move,注ぎ込む,infuse
熱心,enthusiastic,特定の,specific,頻繁に,frequently,持つ,"to have, to hold",前進する,to move forward,叩き込む,beat into
うらやましい,enviable,暑い,spice,しばしば,"frequently, often",聞く,to hear,開ける,to open,読み上げる,read out loud
等しい,equivalent,四角い,square,徐々に,gradually,手伝う,to help,駐車する,to park,丸め込む,round up
正確,exact,ベタベタ,sticky,ハード,hard,急ぐ,to hurry,通り過ぎる,to pass,蹴り上げる,kick up
良い,"excellent, good",怪しい,strange,激しく,hard,紹介する,to introduce,拾う,to pick up,屈み込む,bend over
特別,"exceptional, special",強い,strong,ほとんど,mostly,保つ,to keep,注ぐ,to pour,蹌踉け込む,stagger
高い,expensive,馬鹿,stupid,ここ,here,知る,to know,押す,to push,掘り込む,dig into
遠い,far,愚か,"stupid, fool",家,home,学ぶ,to learn,到達する,to reach,隠し込む,hide
恐ろしい,fearful,荒々しい,sudden,正直に,honestly,貸す,to lend,参加する,to join,病み上がる,become sick
満杯の,filled,相応しい,suitable,一時間毎に,hourly,生きる,to live,詠む,to compose,下記,the following
古い,former,最高の,superb,直ちに,immediately,住む,"to live, to reside",読む,to read,伝記,biography
幸運な,fortunate,浅薄な,superficial,すぐに,"immediately, soon",失う,to lose,修理する,to repair,記載,"a record, an entry"
脆い,fragile,迷信的な,superstitious,一般に,in general,愛する,to love,繰り返す,to repeat,速記,shorthand
ありがち,frequent,驚いた,surprised,未来に,in the future,作る,to make,返す,to return,上記,above-mentioned
優しい,friendly,友好的な,sympathetic,ますます,increasingly,間違う,to make a mistake,返る,to return home,記名,signature
完全な,"full, complete",有意,significant,ちょっと,just a little,電話をかける,to make a phone call,乗る,to ride,記録的,record-setting
可笑しい,funny,優位,superiority,ちょうど,"just, precisely",会う,to meet,走る,to run,無記名,"unsigned, unregistered"
寛大,generous,高い,tall,最後に,last,必要とする,to need,探索する,to search,銘記,"keep in mind, take note of"
天才的,gifted,日焼けした,tanned (verb),最近,"lately, recently",払う,to pay,探す,to search,解説書,handbook
巨大,gigantic,じかんてき,temporary,長いです,long,遣る,to perform,見る,to see,吐く,to breathe out
世界的,global,ひどい,"terrible, horrible",大声で,"loudly, aloud",遊ぶ,to play,揺れ動く,to shake,着せる,to dress
素晴らしい,gorgeous,厚い,thick,もっと,more,練習する,to practice,撃つ,to shoot,厚着,thickly dressed
スーパー,great,小さい,tiny,だんだん,gradually,準備する,to prepare,大声で叫ぶ,to shout,困難,difficulty
後ろめたい,guilty,疲れた,tired,もっとも,most,置く,to put,シャワーを浴びる,to take a shower,難点,fault
嬉しい,happy,疲れる,tiring,大方は,mostly,読む,to read,肩をすくめる,to shrug shoulders,公表,official publication
嬉しい,happy,一緒,together,ほとんど,"mostly, nearly, almost",貰う,to receive,歌う,to sing,施設,institution
大変,hard,寛容な,"tolerant, generous",むやみに,needlessly,受け取る,to receive,座る,to sit down,予想,prediction
重い,heavy,伝統的な,traditional,決して,never,認める,to recognize,眠る,to sleep,発散,emission
高い,high,端的,"frank, direct",次の,next,拒否する,to refuse,滑る,to slide,漏れる,to leak out
歴史的,historic,不能,unable,通常は,"normally, usually",覚える,to remember,嗅ぐ,to sniff,イヤリング,earrings
正直,honest,堪らない,"unbearable, intolerable",全然,(not) at all,休む,"to rest, to be absent",広がる,to spread,土地,earth (plot of land)
恐ろしい,horrible,凄い,unbelievable,あまり,(not) very,返す,to return an item,しゃがむ,to squat,陶器,"earthenware, porcelain"
暑い,hot,非道,"unfair, unjust",たいして,(not so) much,走る,to run,飛ぶ,to fly,瀬戸物,"earthenware, porcelain"
巨大,huge,悲しい,unfortunate,まだ,"not yet, still",言う,to say,やめる,to stop,土器,earthenware (unglazed)
最良,ideal,未知,unknown,今,now,見る,"to see, to watch",飲み込む,to swallow,東,east
同じ,identical,無制限,unlimited,どこにも,nowhere,売る,to sell,泳ぐ,to swim,簡単な,easy (simple)
馬鹿,idiot,嫌い,unpleasant,明らかに,obviously,送る,to send,取る,to take,容易な,"easy (simple, plain)"
違法,illegal,予測不能,unpredictable,たまに,occasionally,示す,to show,お風呂に入る,to take a bath,易しい,"easy (simple, plain)"
直接,immediate,様々,various,よく,often,跳躍,to skip,持ち去る,to carry away,便利な,easy (to use)
巨大,immense,巨大な,vast,しょっちゅう,"always, often",寝る,to sleep,持ち帰る,to take home,食べる,eat
大切,important,低俗な,vulgar,たびたび,often,嗅ぐ,to smell,話す,to talk,電子書籍,e-book
不可能,impossible,弱い,vulnerable,わざと,"on purpose, deliberately",煙草を吸う,to smoke,教える,to teach,湿疹,eczema (rash)
印象的,impressive,温かい,warm,次々に,one after another,話す,to speak,思う,to think,ウナギ,eel
自主的,independent,変な,weird,のみ,only,立つ,to stand,考える,to consider,卵,egg
ておい,"injured, wounded",手厚い,welcoming,先日,other day,滞在する,to stay,投げる,to throw,ナス,eggplant
むこ,innocent,良い,well,さもないと,otherwise,勉強する,to study,汗をかく,to sweat,電気,electricity
下らない,insignificant,びしょびしょ,"wet, soaked",外で,out,成功する,to succeed,触れる,to touch,電動自転車,electric bicycle
たりない,insufficient,全部,whole,あそこ,over there,消す,to switch off,回す,to turn,電気自動車,electric car
面白い,interesting,野生の,wild,辛抱強く,patiently,味わう,to taste,向きを変える,to turn around,電気屋,electronics shop
国際的,international,不思議,"wonderful, strange",多分,"perhaps, probably",投げる,to throw,消す,"to turn off, to erase",エレベーター,elevator
独創的,inventive,驚異的,wonderful,丁寧に,"politely, nicely",触る,to touch,点ける,to turn on,大使館,embassy
羨ましい,jealous,心配,worried,当然,"precisely, naturally",試す,to try,訪問する,to visit,緊急ブレーキ,emergency brake
優しい,kind,悪い,worst,前に,"previously, before",分かる,to understand,歩く,to walk,非常口,emergency exit
広い,large,若い,young,静かに,quietly,使う,to use,立ち去る,to walk away,非常電話,emergency phone
結婚する,to marry,攻撃,"attack, assault",探検,exploration,洞察,"discernment, insight",さびた,rusty,つめやすり,emery board (nail file)
離婚する,to divorce,撃つ,"to shoot, to fire",検査,inspection,診察室,examining room,壊れた,broken,天皇,emperor
キスをする,to kiss,衝撃,"shock, impact, crash",検討,"study, investigate",検察官,public prosecutor,脱線する,to derail,からの,empty
恋に落ちる,to be in love,打撃,"blow, shock, strike",検事,public prosecutor,偵察,scouting,破壊する,to destroy,話し中,engaged (on the phone)
従事する,to be engaged,襲撃,"attack, charge, raid",検問,inspection,社会的,social,荒廃させる,to devastate,婚約した,engaged (to be married)
愛し合う,to make love,反撃,counterattack,検閲,censorship,個人的,personal,粉砕する,to crush,イギリス,england
いちゃつく,to flirt,目撃,witnessing,血液検査,blood test,基本的,fundamental,一掃する,to sweep away,英語,english (language)
誘惑する,seduce,砲撃,"bombarding, shelling",検証,verification,政治的,political,噴火する,to erupt,楽しむ,enjoy
署名する,to sign,射撃,"firing, shooting",検定,official certification,精神的,mental,危機的状況になる,to be in critical condition,封筒,envelope
誰かと出かける,to go out with someone,衝撃波,shock wave,検察,examination,世界的,worldwide,嘘をつく,to lie fellow,電子書籍リーダー,e-reader
恋に落ちる,to fall in love,爆撃,bombing (raid),検出,detection,自発的,spontaneous,供給不足,to be ill-fed,コンパニオン,escort
シングル,single,進撃,"advance, charge",車検,vehicle inspection,効果的,affective,栄養不良,to be ill-nourished,夕方,evening
離婚した,divorced,直撃,direct hit,探検隊,expedition team,保守的,conservative,行方不明になる,to be missing,ディナースーツ,evening wear
恋愛中,in love,出撃,"sortie, sally, attack",検索条件,search criteria,伝統的,traditional,避難する,to evacuate,イブニングドレス,evening wear
結婚の誓い,the vows of marriage,撃墜,shooting down (aircraft),被験者,test subject,定期的,periodic,損傷する,to damage,事件,"event , affair, incident"
あの花,the flowers,迎撃,intercept,再検討,re-examination,歴史的,historic,あふれさせる,to flood,できごと,"event, happening, affair"
愛してる,i love you,一撃,"blow, hit, stroke",探検家,explorer,典型的,typical,飢え死に,to die of hunger,全部,everything
友情,the friendship,撃ち合い,gunfight,検尿,urinalysis,国際的,international,救助する,to rescue,どこにも,everywhere
友だち,the friend,狙撃,"shooting, sniping",検問所,checkpoint,全面的,"total, complete",破壊する,to ravage,探る,"examine, feel around"
愛,love,攻撃的,"offensive, aggressive",検算,verification of accounts,具体的,concrete,崩壊する,to collapse,発掘,"excavation, discovery"
食前酒,the aperitif,撃ち抜く,to shoot out,検眼,eye examination,理想的,ideal,衝突する,to crash into,優れた,excellent
花嫁,the bride,目撃者,witness,検視,"autopsy, inquest",一時的,temporary,安全に到達する,to reach safety,交換する,"exchange, interchange"
情熱,the passion,撃破,crushing,検疫,quarantine,肉体的,physical,避難する,to take refuge,為替両替所,exchange office
